siparis_id,tarih,urun,sehir,adet,birim_fiyat,musteri_id
16079,2024-09-27,SSD Disk,Bursa,2,12943.55,2251
16080,2023-01-09,Webcam,Mersin,3,9539.68,7287
16081,2024-10-26,Şarj Cihazı,Antalya,5,3025.33,1991
16082,2023-09-29,RAM,Ankara,4,2143.88,1987
16083,2023-05-30,Monitör,İzmir,5,7520.32,2526
16084,2023-01-27,Kulaklık,Kayseri,1,14225.19,1727
16085,2023-05-20,Kulaklık,Gaziantep,4,12861.55,7057
16086,2023-07-31,Hoparlör,İzmir,1,8462.39,7585
16087,2024-02-25,Mikrofon,Adana,5,11316.22,3183
16088,2023-09-22,Klavye,Mersin,3,11858.57,6065
16089,2023-03-06,Kulaklık,Kayseri,5,7630.19,3306
16090,2024-12-20,Klavye,Ankara,5,10255.59,2646
16091,2024-06-04,Klavye,İstanbul,5,6799.52,4789
16092,2023-01-30,Mikrofon,Antalya,4,3041.8,2589
16093,2023-01-24,Şarj Cihazı,Gaziantep,2,14375.25,896
16094,2024-07-14,SSD Disk,Mersin,3,13330.99,1933
16095,2024-04-24,Şarj Cihazı,Adana,2,3310.04,4875
16096,2024-11-16,Webcam,Antalya,1,8572.22,7728
16097,2023-11-19,RAM,Bursa,2,13655.27,5284
16098,2023-09-30,Yazıcı,Bursa,2,12777.97,2683
16099,2023-01-20,Tablet,Kayseri,5,11608.66,7078
16100,2023-11-08,Klavye,Bursa,5,9306.71,1316
16101,2023-11-28,RAM,Antalya,4,11229.71,5439
16102,2023-06-30,Şarj Cihazı,Mersin,1,12419.86,3225
16103,2024-01-22,Mouse,Antalya,5,5505.95,5261
16104,2024-02-21,Mikrofon,Gaziantep,5,10360.6,3088
16105,2024-06-11,Hoparlör,İzmir,4,11245.83,4099
16106,2024-01-01,Webcam,Adana,1,2254.12,6281
16107,2023-02-24,Webcam,Ankara,1,7935.39,1670
16108,2024-03-07,Laptop,Konya,2,11998.0,7129
16109,2024-05-23,Laptop,Adana,3,4651.8,3355
16110,2024-12-28,Monitör,Ankara,3,4130.01,732
16111,2023-10-12,Kulaklık,Bursa,5,6300.03,7968
16112,2023-11-10,Monitör,İstanbul,5,4608.2,1842
16113,2024-10-15,Yazıcı,Mersin,2,2373.56,2908
16114,2024-06-11,Telefon,Antalya,1,1317.03,76
16115,2023-04-22,Yazıcı,Ankara,5,421.65,285
16116,2024-11-10,Mouse,Antalya,2,10043.49,834
16117,2024-03-05,Mouse,Adana,5,10335.53,7998
16118,2023-02-05,Yazıcı,Mersin,1,563.13,6015
16119,2024-02-11,Webcam,Bursa,3,5380.07,4743
16120,2024-05-17,Mikrofon,İzmir,4,2896.3,5808
16121,2023-10-07,Monitör,Adana,4,5610.67,4520
16122,2023-06-12,Mouse,Gaziantep,4,8380.24,5655
16123,2023-11-20,RAM,Mersin,3,5387.88,4087
16124,2023-05-17,Kulaklık,İstanbul,3,699.49,5629
16125,2023-03-29,Tablet,İstanbul,1,14961.57,3506
16126,2024-06-14,Mouse,Kayseri,4,7162.09,7192
16127,2024-05-21,Tablet,Ankara,5,2692.65,1087
16128,2024-08-15,SSD Disk,Gaziantep,4,3752.51,3657
16129,2023-12-16,Monitör,Adana,4,9361.15,2435
16130,2023-08-26,Telefon,Kayseri,2,12780.08,3130
16131,2024-03-31,RAM,Ankara,1,6034.07,6626
16132,2024-01-02,Klavye,Adana,2,2071.51,4971
16133,2023-08-21,Mikrofon,Mersin,4,2544.97,7248
16134,2024-08-11,Yazıcı,Ankara,5,7171.14,4792
16135,2023-07-25,RAM,Gaziantep,3,9114.59,2046
16136,2024-10-02,Şarj Cihazı,İzmir,4,5347.68,810
16137,2023-08-10,Telefon,Adana,5,11125.35,1169
16138,2023-01-24,Şarj Cihazı,Ankara,2,12815.62,4685
16139,2023-09-15,Şarj Cihazı,Gaziantep,5,5073.97,5215
16140,2024-10-11,Laptop,Gaziantep,5,3939.14,2832
16141,2023-09-10,Hoparlör,Bursa,3,1316.99,1514
16142,2023-08-12,RAM,Konya,3,12352.32,5678
16143,2023-07-05,Yazıcı,Mersin,3,782.58,4698
16144,2024-02-13,Şarj Cihazı,İzmir,1,5989.03,6221
16145,2023-09-30,Şarj Cihazı,Antalya,1,10690.18,3036
16146,2024-12-26,Laptop,Bursa,4,4768.51,1017
16147,2024-02-24,Laptop,Adana,3,7364.79,356
16148,2023-10-12,SSD Disk,Gaziantep,5,12851.34,5474
16149,2023-03-06,RAM,İzmir,2,7220.23,6100
16150,2023-06-30,Kamera,Gaziantep,2,5456.45,3281
16151,2024-06-15,Monitör,Konya,3,2315.52,3386
16152,2023-12-22,Klavye,Kayseri,5,9838.8,504
16153,2024-09-26,Monitör,Antalya,4,1270.24,5649
16154,2024-03-25,Mikrofon,Antalya,1,6369.57,3461
16155,2024-05-14,Mouse,Antalya,5,8498.31,3232
16156,2023-05-02,Webcam,Adana,1,9876.05,3542
16157,2023-01-15,Laptop,Mersin,1,3857.86,7770
16158,2023-07-28,Monitör,Mersin,2,12953.89,5900
16159,2023-04-19,Laptop,İstanbul,4,10055.27,3860
16160,2023-02-04,Mikrofon,Gaziantep,4,416.02,7400
16161,2024-12-03,Mouse,Adana,2,340.69,5365
16162,2024-12-16,Şarj Cihazı,Bursa,3,1360.35,1270
16163,2024-05-06,Mouse,İzmir,1,14834.35,4403
16164,2023-05-05,Klavye,Bursa,1,9155.88,2425
16165,2023-09-04,Mikrofon,Mersin,1,1840.5,4495
16166,2023-02-26,Kamera,Gaziantep,3,11571.67,3719
16167,2023-11-01,Telefon,İzmir,4,316.32,7607
16168,2023-06-15,RAM,Konya,4,4033.99,5601
16169,2024-06-09,Tablet,Ankara,5,8568.5,5406
16170,2023-09-21,Kulaklık,İstanbul,4,2299.91,6890
16171,2023-10-29,Kamera,Mersin,4,7555.87,7271
16172,2024-11-14,RAM,İstanbul,2,11269.61,1174
16173,2023-12-24,Klavye,Konya,3,11938.31,1224
16174,2023-06-08,Laptop,Adana,2,12165.16,2352
16175,2024-06-20,Laptop,Bursa,1,2652.31,2891
16176,2023-04-15,Monitör,Gaziantep,1,5903.32,7176
16177,2023-03-06,Hoparlör,Adana,3,6181.23,1241
16178,2023-07-14,Hoparlör,İstanbul,3,14360.09,871
16179,2024-07-13,Monitör,İstanbul,4,1096.64,6181
16180,2023-03-21,Klavye,Mersin,2,12591.89,5489
16181,2023-12-20,Telefon,Antalya,4,3739.41,2381
16182,2024-04-17,Tablet,Adana,5,4193.27,5689
16183,2024-07-21,Mikrofon,Adana,3,11571.55,5958
16184,2024-04-14,Tablet,İzmir,1,6413.18,4648
16185,2023-08-25,Webcam,Antalya,5,13164.37,7656
16186,2024-05-11,Klavye,Gaziantep,1,13717.32,1516
16187,2023-04-22,Webcam,Kayseri,4,5911.4,989
16188,2024-05-04,SSD Disk,Antalya,2,2119.66,3449
16189,2023-11-07,Webcam,Ankara,4,2438.26,5508
16190,2023-07-09,Monitör,Adana,1,4427.1,4535
16191,2024-06-04,Monitör,İstanbul,1,8161.97,4795
16192,2024-08-22,Hoparlör,İstanbul,5,1437.1,7625
16193,2023-04-22,Laptop,İzmir,4,3717.9,7865
16194,2024-08-19,Yazıcı,İstanbul,1,10025.84,7035
16195,2023-04-15,Hoparlör,Kayseri,1,6750.68,1909
16196,2024-08-04,Mouse,Mersin,5,3744.72,4
16197,2023-08-06,Hoparlör,İstanbul,4,10170.06,3708
16198,2024-11-03,Şarj Cihazı,Ankara,5,14052.98,3783
16199,2023-06-30,Mikrofon,Kayseri,4,762.89,2129
16200,2023-11-18,Laptop,Adana,5,14191.68,6266
16201,2024-10-06,Kamera,İzmir,1,2612.99,2066
16202,2024-02-14,Yazıcı,Kayseri,3,9437.89,6736
16203,2023-08-01,Hoparlör,Gaziantep,3,2750.71,2658
16204,2024-05-17,Şarj Cihazı,Kayseri,5,3357.17,2534
16205,2024-10-21,Kulaklık,Ankara,3,4852.75,4163
16206,2023-06-14,RAM,Bursa,2,2569.66,1771
16207,2023-02-07,Telefon,Kayseri,2,8258.73,3146
16208,2024-10-13,Kamera,İzmir,2,5989.17,7909
16209,2023-06-27,Klavye,Adana,4,1551.33,4893
16210,2023-10-22,Klavye,Konya,1,4278.26,6666
16211,2023-12-02,Tablet,İzmir,5,6741.43,4450
16212,2023-06-03,Klavye,Adana,3,14172.33,1716
16213,2023-03-14,RAM,Mersin,3,4423.21,2523
16214,2024-12-24,Mikrofon,Konya,5,682.58,4216
16215,2024-06-22,Klavye,Adana,4,3029.73,2333
16216,2024-05-15,Telefon,Konya,5,9677.77,479
16217,2023-04-19,SSD Disk,Gaziantep,4,1336.97,7878
16218,2024-07-12,Webcam,Konya,5,5916.66,2133
16219,2023-02-10,Tablet,Adana,1,823.71,1617
16220,2024-01-14,Tablet,Antalya,1,4516.64,277
16221,2024-04-27,Şarj Cihazı,Ankara,3,12850.87,667
16222,2024-12-28,Laptop,Adana,3,3712.57,6089
16223,2023-03-29,Klavye,Gaziantep,1,7629.21,5813
16224,2023-09-25,RAM,Kayseri,4,10518.48,4695
16225,2023-06-02,Mikrofon,İzmir,5,1574.21,5888
16226,2024-07-13,SSD Disk,İstanbul,4,6718.68,7109
16227,2024-01-16,RAM,Mersin,3,9163.52,7873
16228,2024-10-05,Hoparlör,Ankara,5,2655.35,4826
16229,2024-11-22,Yazıcı,İzmir,1,11723.5,3786
16230,2024-03-20,SSD Disk,Kayseri,4,11978.68,7679
16231,2023-08-21,Kamera,Bursa,3,7390.41,6812
16232,2024-06-21,Tablet,İzmir,4,4152.58,6439
16233,2023-03-27,Webcam,Konya,1,5011.94,5304
16234,2023-02-23,Telefon,Mersin,4,371.87,106
16235,2023-08-31,Monitör,İstanbul,5,245.67,5372
16236,2024-05-25,Kamera,Konya,1,14283.41,791
16237,2024-12-15,SSD Disk,Antalya,1,10293.71,3530
16238,2024-04-07,Laptop,Bursa,3,14391.99,3808
16239,2023-01-22,Laptop,Mersin,2,5962.22,1566
16240,2024-05-09,Mouse,Konya,3,5658.35,1113
16241,2024-11-09,Monitör,İstanbul,4,3943.42,3567
16242,2023-06-21,Telefon,Kayseri,5,12574.49,6041
16243,2023-09-06,Webcam,Mersin,2,11169.38,2615
16244,2024-08-07,Klavye,İstanbul,1,5922.34,6417
16245,2023-09-18,Hoparlör,Gaziantep,1,6649.83,4834
16246,2024-08-24,Kulaklık,Adana,4,4939.81,847
16247,2024-04-13,Telefon,Antalya,3,12862.41,206
16248,2023-07-16,Mouse,İzmir,5,12225.45,2615
16249,2024-10-09,Tablet,Gaziantep,2,13587.43,928
16250,2023-04-19,Mikrofon,İstanbul,1,7003.22,3159
16251,2023-01-03,RAM,İzmir,4,9202.06,5584
16252,2023-05-16,Tablet,Ankara,3,4191.77,7760
16253,2024-09-26,Kamera,Adana,4,9050.54,680
16254,2023-01-06,Klavye,Kayseri,2,4509.08,999
16255,2023-03-01,Laptop,Bursa,2,4716.08,2788
16256,2023-08-04,Mikrofon,Kayseri,2,1704.32,3898
16257,2023-11-14,Webcam,İzmir,2,1440.4,2966
16258,2024-08-19,Kamera,Ankara,1,5448.47,6058
16259,2024-05-03,Mikrofon,Kayseri,1,14080.87,3171
16260,2024-11-21,Şarj Cihazı,Mersin,5,5157.23,6779
16261,2024-03-29,Hoparlör,İzmir,5,939.45,7280
16262,2023-09-04,Hoparlör,Konya,5,2046.55,4277
16263,2023-03-18,Şarj Cihazı,İzmir,5,7416.51,1784
16264,2023-03-11,Telefon,Adana,5,12209.0,2685
16265,2023-02-21,Kamera,Antalya,2,4215.86,1508
16266,2023-04-06,SSD Disk,Ankara,2,1466.34,4476
16267,2023-07-07,Kamera,Mersin,2,8829.06,2125
16268,2023-12-25,Mouse,Gaziantep,1,9694.13,2623
16269,2023-10-17,RAM,Bursa,2,2705.9,1261
16270,2023-11-25,Hoparlör,Adana,3,2924.69,7470
16271,2024-12-13,Mouse,Antalya,2,11108.6,1504
16272,2023-06-28,Laptop,Gaziantep,5,14579.02,5250
16273,2023-04-23,SSD Disk,İstanbul,3,10871.61,244
16274,2024-07-15,Hoparlör,Mersin,5,10670.2,5989
16275,2023-02-23,Webcam,Mersin,1,6109.68,3780
16276,2023-06-14,Klavye,Bursa,4,8793.57,3050
16277,2023-04-13,Webcam,İstanbul,4,3294.1,3064
16278,2023-03-06,Monitör,Bursa,3,9445.71,2961
16279,2024-03-10,Şarj Cihazı,Kayseri,3,1117.39,2358
16280,2024-11-18,Laptop,Kayseri,3,6312.63,3641
16281,2023-10-11,Monitör,Adana,4,2971.03,4004
16282,2024-07-22,Mikrofon,İstanbul,1,7828.42,7948
16283,2023-04-10,Webcam,Adana,1,3443.64,7132
16284,2023-01-09,Laptop,Konya,2,4486.55,4851
16285,2024-03-04,Mikrofon,Ankara,2,13188.01,7584
16286,2024-08-24,Hoparlör,İzmir,4,12046.75,5602
16287,2023-08-22,Mikrofon,Konya,1,8171.48,912
16288,2024-01-10,Şarj Cihazı,Kayseri,4,6670.41,7720
16289,2023-10-22,RAM,İzmir,2,7037.03,5856
16290,2024-05-28,Monitör,İstanbul,4,13716.89,5786
16291,2023-01-31,Yazıcı,Antalya,4,5642.51,1283
16292,2023-07-21,Mikrofon,İstanbul,2,12537.99,5671
16293,2024-12-12,Monitör,İstanbul,1,2714.57,1370
16294,2024-08-05,Laptop,İstanbul,1,11316.99,5778
16295,2023-06-16,Mikrofon,Antalya,5,3575.15,870
16296,2024-10-07,Monitör,Mersin,2,2128.94,7093
16297,2023-06-20,SSD Disk,Ankara,3,1186.68,358
16298,2024-07-18,Kamera,İstanbul,5,8156.11,2815
16299,2023-02-20,Tablet,Konya,3,9037.34,5771
16300,2023-08-20,Monitör,Konya,1,10677.21,7104
16301,2023-03-01,Laptop,Mersin,1,4554.38,2870
16302,2023-05-13,RAM,Mersin,4,217.99,4390
16303,2024-08-29,Kulaklık,Ankara,4,11095.39,2148
16304,2024-05-18,Webcam,İstanbul,4,3809.94,5475
16305,2023-12-07,Kulaklık,İzmir,3,9130.82,5069
16306,2023-09-28,Yazıcı,Kayseri,5,8714.08,3269
16307,2023-08-23,Hoparlör,Ankara,4,495.28,3677
16308,2024-02-09,Hoparlör,Antalya,1,10410.16,2670
16309,2024-11-26,Kamera,Gaziantep,1,11239.28,598
16310,2023-12-23,Kulaklık,Kayseri,3,831.98,6634
16311,2024-03-03,Klavye,Adana,3,1697.23,7970
16312,2024-12-28,Tablet,Gaziantep,5,14785.05,2722
16313,2023-08-16,Laptop,Antalya,3,4742.75,3812
16314,2023-12-20,Yazıcı,Kayseri,5,14065.57,5584
16315,2023-03-06,Kamera,Konya,2,12624.01,5243
16316,2023-11-04,Mikrofon,Bursa,2,4813.93,7863
16317,2024-07-03,RAM,Adana,1,13052.24,1042
16318,2024-04-20,Mouse,Mersin,1,5783.13,3445
16319,2024-10-01,Kamera,Adana,2,13696.75,203
16320,2023-12-14,Tablet,Konya,1,5035.79,4716
16321,2024-07-31,Hoparlör,Bursa,2,13176.76,5274
16322,2023-03-07,Hoparlör,Gaziantep,3,6050.92,3230
16323,2023-07-31,Yazıcı,Mersin,2,5611.49,4908
16324,2023-02-17,Kulaklık,Mersin,4,9584.38,752
16325,2024-12-16,Hoparlör,Gaziantep,4,11904.69,768
16326,2023-08-15,Kamera,Kayseri,1,371.5,5301
16327,2023-02-10,Kamera,Gaziantep,3,536.55,7796
16328,2024-06-29,Hoparlör,Kayseri,2,12574.3,2727
16329,2024-10-22,Webcam,İstanbul,1,11060.82,7654
16330,2023-09-13,Telefon,Kayseri,1,8003.41,3742
16331,2024-07-23,RAM,Mersin,2,4786.84,2221
16332,2023-05-25,Kulaklık,İstanbul,5,13847.05,3090
16333,2023-12-31,Kulaklık,İstanbul,4,7500.62,6843
16334,2024-06-19,Tablet,İstanbul,2,5335.16,3333
16335,2023-08-26,Şarj Cihazı,Mersin,1,1392.9,5658
16336,2024-11-07,Yazıcı,Konya,5,843.93,4981
16337,2024-03-24,Kulaklık,Gaziantep,2,2620.94,4100
16338,2024-01-15,Monitör,Gaziantep,4,8864.45,3897
16339,2023-10-01,Kamera,Antalya,1,7857.89,1351
16340,2023-07-04,Kamera,Konya,1,14557.75,4325
16341,2023-05-09,Şarj Cihazı,İzmir,4,11737.33,6796
16342,2023-01-07,Tablet,Adana,4,6533.03,1305
16343,2024-12-24,Hoparlör,Kayseri,4,7085.77,4287
16344,2023-07-02,SSD Disk,Antalya,1,12277.63,7773
16345,2024-12-16,RAM,Kayseri,4,7545.37,6704
16346,2024-02-17,Kamera,İstanbul,3,2569.12,4416
16347,2024-05-16,Kamera,Kayseri,2,4941.06,4672
16348,2024-06-21,Tablet,Gaziantep,2,10418.81,998
16349,2024-09-12,Monitör,Antalya,1,9394.51,3873
16350,2023-03-13,Şarj Cihazı,Konya,2,6094.23,3117
16351,2024-04-18,SSD Disk,İzmir,5,14893.09,1123
16352,2024-01-04,Şarj Cihazı,Konya,3,5017.43,2754
16353,2023-03-09,Mouse,Konya,3,9118.88,4142
16354,2023-08-23,Telefon,Antalya,2,14833.02,4872
16355,2024-08-31,Monitör,Bursa,2,1586.66,4723
16356,2023-08-31,Telefon,Adana,2,748.51,5445
16357,2024-06-07,Webcam,Konya,3,3981.3,1710
16358,2023-08-25,Yazıcı,Mersin,5,714.73,4092
16359,2023-04-22,Hoparlör,Ankara,4,4305.43,2980
16360,2023-03-26,Kamera,Konya,5,7020.86,2689
16361,2024-11-13,Tablet,Konya,4,1562.95,7248
16362,2024-04-07,Yazıcı,Adana,2,4538.24,6683
16363,2024-11-20,Laptop,Kayseri,4,10507.74,4236
16364,2024-01-21,Telefon,Bursa,5,3489.64,7591
16365,2024-04-26,Mouse,Kayseri,3,12300.4,349
16366,2023-02-19,Mouse,Antalya,1,8116.08,2933
16367,2024-10-09,Laptop,İstanbul,4,592.8,65
16368,2024-05-25,Mikrofon,Kayseri,5,4642.38,6195
16369,2024-01-21,Klavye,Antalya,5,6021.93,2642
16370,2024-03-14,Monitör,Mersin,5,14441.85,4934
16371,2023-07-17,Mouse,İstanbul,3,8333.25,4954
16372,2023-09-12,Kamera,Antalya,1,3037.23,3890
16373,2023-01-17,Şarj Cihazı,Mersin,4,480.16,7082
16374,2024-11-05,Klavye,İstanbul,1,4230.63,919
16375,2024-06-02,Kulaklık,Konya,1,6499.84,355
16376,2024-02-02,Kamera,İzmir,1,7133.33,3614
16377,2024-03-05,Mouse,Konya,4,352.56,7739
16378,2023-12-18,RAM,Gaziantep,3,13508.21,2
16379,2023-12-19,Laptop,İstanbul,5,612.04,76
16380,2023-02-07,Telefon,Mersin,2,6304.38,33
16381,2024-12-06,Tablet,İzmir,1,14307.12,997
16382,2024-09-21,Hoparlör,İstanbul,4,12500.43,4572
16383,2024-05-06,RAM,İstanbul,5,649.96,444
16384,2023-11-12,Kulaklık,Bursa,2,14271.92,6028
16385,2024-10-15,SSD Disk,Konya,2,10575.36,2861
16386,2024-02-15,Mouse,Adana,1,9539.55,2173
16387,2023-02-04,Webcam,Gaziantep,5,10219.54,6589
16388,2023-05-31,Yazıcı,Adana,5,2163.44,126
16389,2023-06-20,Telefon,Bursa,5,9662.18,2677
16390,2023-05-14,Laptop,Gaziantep,4,13527.39,7797
16391,2024-11-28,SSD Disk,Bursa,3,8539.36,1246
16392,2024-01-10,Tablet,Ankara,5,11731.49,6690
16393,2023-07-27,Webcam,Gaziantep,1,1908.43,2808
16394,2024-04-09,SSD Disk,Gaziantep,3,4697.51,5235
16395,2024-03-07,RAM,Konya,2,1799.59,5735
16396,2023-11-30,Webcam,Kayseri,5,4622.89,5368
16397,2024-06-13,SSD Disk,Antalya,4,9706.54,3493
16398,2024-10-17,Mikrofon,Kayseri,2,6347.93,5970
16399,2023-04-11,Şarj Cihazı,Adana,4,8319.9,1399
16400,2024-11-19,SSD Disk,Konya,5,12701.9,525
16401,2023-09-22,Yazıcı,Ankara,3,4959.63,242
16402,2023-03-30,Yazıcı,Antalya,3,13126.21,114
16403,2023-01-13,Mouse,İstanbul,1,7303.0,1554
16404,2024-10-18,Klavye,Gaziantep,3,8808.92,743
16405,2023-04-16,Yazıcı,İzmir,5,9404.94,5730
16406,2023-03-21,Klavye,Ankara,5,7761.81,5004
16407,2023-12-14,Monitör,Gaziantep,1,1402.16,235
16408,2023-04-10,Tablet,Ankara,5,9326.33,5850
16409,2024-01-14,SSD Disk,Kayseri,3,14191.31,2847
16410,2024-12-10,Klavye,Adana,2,13082.05,1942
16411,2024-04-05,Laptop,Kayseri,3,2372.05,6819
16412,2024-12-25,Tablet,Adana,5,12436.4,4806
16413,2023-11-28,Yazıcı,Antalya,3,104.49,99
16414,2024-08-22,Hoparlör,Adana,5,9115.63,5363
16415,2024-11-09,Kamera,İzmir,1,9688.73,6530
16416,2023-11-10,SSD Disk,Kayseri,4,2876.56,95
16417,2024-05-31,Klavye,Kayseri,4,14974.8,1121
16418,2024-11-03,SSD Disk,Adana,1,14995.74,7462
16419,2024-05-27,Klavye,Bursa,5,14319.45,4833
16420,2023-12-10,Klavye,Antalya,5,14764.12,278
16421,2023-07-02,Mikrofon,Konya,2,8980.66,6044
16422,2024-03-03,Mouse,Kayseri,2,5553.92,2114
16423,2024-08-30,Hoparlör,Gaziantep,1,6739.29,7073
16424,2023-11-23,Mouse,Adana,2,8023.67,7062
16425,2023-06-24,Kulaklık,Bursa,3,501.32,990
16426,2024-04-01,Laptop,Mersin,5,4843.8,7477
16427,2024-05-11,SSD Disk,Antalya,2,14817.13,1182
16428,2024-03-14,Şarj Cihazı,Mersin,2,8414.6,3612
16429,2023-12-28,Hoparlör,Mersin,4,5676.79,7198
16430,2023-02-15,Şarj Cihazı,Kayseri,5,11451.97,372
16431,2023-12-31,Telefon,Bursa,1,4636.63,4772
16432,2023-06-11,Hoparlör,Kayseri,2,3090.13,5137
16433,2024-05-27,Tablet,Bursa,3,5402.86,3977
16434,2023-06-23,Klavye,Konya,2,9824.37,1229
16435,2024-06-21,Monitör,Mersin,3,13415.96,6525
16436,2024-08-24,Kamera,Ankara,1,12321.11,2114
16437,2024-01-17,Şarj Cihazı,Adana,5,10803.24,1831
16438,2024-06-28,RAM,Konya,5,7912.84,3007
16439,2023-02-19,Webcam,Gaziantep,3,4730.33,1010
16440,2023-12-08,Kulaklık,Antalya,4,12245.06,7960
16441,2024-06-23,Webcam,Gaziantep,1,12154.05,153
16442,2024-10-31,Laptop,İstanbul,2,67.22,429
16443,2023-09-09,Monitör,İzmir,4,4902.49,803
16444,2024-04-19,Yazıcı,İzmir,5,5920.36,1056
16445,2023-10-14,Hoparlör,Antalya,5,7410.36,6379
16446,2024-12-15,Kamera,Bursa,4,13706.25,307
16447,2024-11-20,Laptop,İzmir,5,7603.07,5898
16448,2024-10-21,Webcam,Adana,3,11007.67,1505
16449,2024-05-31,Telefon,Antalya,4,9454.41,3815
16450,2023-06-21,SSD Disk,Gaziantep,1,1298.07,4668
16451,2023-04-30,Klavye,Mersin,5,7445.98,1026
16452,2023-04-27,Şarj Cihazı,İzmir,5,3717.59,17
16453,2024-03-20,Hoparlör,Konya,4,12738.47,4140
16454,2023-10-07,Mikrofon,Antalya,5,7419.42,2358
16455,2024-09-16,Klavye,Ankara,4,2942.35,7612
16456,2023-05-18,Kulaklık,İstanbul,4,12764.73,2284
16457,2024-12-25,Kamera,İstanbul,4,14667.7,7174
16458,2024-04-12,Mouse,Bursa,3,12568.0,5560
16459,2024-01-08,Tablet,Kayseri,2,12852.18,6393
16460,2023-05-11,Kamera,Gaziantep,3,14337.17,2014
16461,2023-10-24,Kulaklık,İstanbul,3,301.37,2345
16462,2023-02-26,SSD Disk,Kayseri,1,5327.5,4582
16463,2024-10-07,Klavye,Antalya,3,899.85,7009
16464,2024-04-07,Mikrofon,Bursa,3,234.85,1472
16465,2024-10-29,Tablet,Kayseri,2,5177.47,7501
16466,2024-12-04,Webcam,İzmir,4,1065.46,3044
16467,2023-03-27,Monitör,Antalya,1,7870.97,4458
16468,2024-10-28,Kulaklık,İzmir,5,6800.71,452
16469,2023-05-27,Telefon,Bursa,4,11267.36,721
16470,2023-08-10,Hoparlör,Kayseri,5,11774.9,1707
16471,2023-06-08,RAM,Bursa,5,10231.85,5852
16472,2024-03-30,SSD Disk,Antalya,3,4957.63,7618
16473,2023-06-14,Kulaklık,Gaziantep,4,9783.88,5403
16474,2023-01-03,SSD Disk,Gaziantep,5,6313.48,62
16475,2024-04-02,RAM,Konya,3,4364.93,5484
16476,2023-05-11,Mikrofon,İstanbul,4,611.93,4008
16477,2023-04-16,Klavye,Adana,5,9195.8,5900
16478,2023-08-29,RAM,Bursa,1,2665.25,5084
16479,2024-08-20,Kamera,Adana,1,1375.88,6060
16480,2024-03-16,Webcam,İstanbul,3,4069.65,1635
16481,2023-03-19,RAM,Ankara,2,5687.98,1149
16482,2023-12-28,Mikrofon,Gaziantep,3,14494.16,7946
16483,2024-09-02,RAM,Antalya,4,6055.09,4049
16484,2023-11-09,Tablet,Adana,3,410.39,3698
16485,2023-11-17,Yazıcı,Ankara,5,4038.0,2085
16486,2023-05-11,Monitör,Antalya,5,2155.08,2613
16487,2024-11-12,Laptop,Mersin,3,11142.97,516
16488,2023-03-23,Monitör,Antalya,5,13773.76,3690
16489,2024-12-08,SSD Disk,Adana,1,10315.5,3466
16490,2024-01-15,Klavye,Antalya,2,5147.36,5360
16491,2023-06-06,Kulaklık,Mersin,5,397.16,1870
16492,2024-12-23,Kulaklık,Konya,1,2591.62,3932
16493,2024-10-24,Webcam,Antalya,5,413.93,2644
16494,2024-04-12,Hoparlör,Konya,5,6772.1,6721
16495,2023-07-22,RAM,Bursa,3,2487.46,818
16496,2024-06-16,Kamera,Kayseri,4,5949.35,737
16497,2023-03-29,Laptop,Kayseri,4,12551.55,7970
16498,2023-07-25,Laptop,İzmir,5,13433.45,3463
16499,2024-03-10,SSD Disk,Adana,2,5502.28,5758
16500,2024-11-05,Kamera,Ankara,5,12487.68,4744
16501,2024-07-16,Monitör,Gaziantep,5,13445.12,5389
16502,2024-03-29,Kulaklık,Ankara,3,7831.27,4563
16503,2024-07-02,Kulaklık,Bursa,5,10627.78,2928
16504,2023-12-20,Telefon,Adana,1,485.99,5482
16505,2024-08-21,Klavye,Antalya,4,6374.0,1934
16506,2023-02-20,Kamera,Mersin,1,3936.08,5440
16507,2023-01-05,Kamera,Ankara,2,10975.63,6320
16508,2023-05-12,SSD Disk,Gaziantep,3,6487.04,337
16509,2023-03-24,Mikrofon,Ankara,1,5516.36,7559
16510,2024-03-01,Klavye,Ankara,1,443.98,7429
16511,2024-06-05,Mouse,Mersin,3,5148.3,5755
16512,2024-09-13,Yazıcı,Bursa,5,10300.95,7192
16513,2023-08-18,SSD Disk,Mersin,1,13218.23,2049
16514,2023-01-20,Telefon,Antalya,4,6117.97,4773
16515,2024-02-12,Mouse,Mersin,3,6496.87,6786
16516,2023-12-06,Hoparlör,Ankara,1,1754.69,2622
16517,2023-06-22,RAM,Kayseri,4,9859.57,839
16518,2024-04-11,Yazıcı,Bursa,1,4140.19,5518
16519,2023-04-11,RAM,Ankara,2,7589.34,3648
16520,2023-11-28,Laptop,Kayseri,2,1137.84,23
16521,2024-02-25,Webcam,Ankara,4,3424.09,5754
16522,2023-12-20,Yazıcı,Kayseri,5,7366.16,7219
16523,2024-05-04,Şarj Cihazı,Gaziantep,2,12953.36,3513
16524,2024-01-27,Mouse,İstanbul,1,12118.22,7963
16525,2023-07-02,Monitör,Kayseri,3,2978.36,2093
16526,2024-01-04,Mouse,Gaziantep,5,11282.37,1141
16527,2024-06-30,RAM,İstanbul,5,12571.97,6196
16528,2023-07-19,Şarj Cihazı,İzmir,3,8653.37,6686
16529,2024-03-15,Telefon,Konya,5,8995.88,6777
